Data_Type,Dataset,Imbalance,Pos_Ratio,Algorithm,Method,F1,Accuracy
Non-Separable,SineWave,90-10,0.9,AROW,Kernel,0.9731970157502072,0.9515
Non-Separable,SineWave,90-10,0.9,OGC,Online,0.943884892086331,0.9025
Non-Separable,SineWave,90-10,0.9,OGC,Kernel,0.9791840133222315,0.9625
Non-Separable,SineWave,90-10,0.9,SCW,Online,0.9021251122418438,0.8365
Non-Separable,SineWave,90-10,0.9,SCW,Kernel,0.961507402422611,0.9285
Non-Separable,SineWave,90-10,0.9,RDA,Online,0.9019374068554397,0.8355
Non-Separable,SineWave,90-10,0.9,RDA,Kernel,0.9548112706007443,0.915
Non-Separable,SineWave,90-10,0.9,AdaRDA,Online,0.8786510087323095,0.7985
Non-Separable,SineWave,90-10,0.9,AdaRDA,Kernel,0.9540504648074369,0.9135
Non-Separable,Spirals,50-50,0.5,PA,Online,0.5157107231920199,0.5145
Non-Separable,Spirals,50-50,0.5,PA,Kernel,0.7761044176706827,0.777
Non-Separable,Spirals,50-50,0.5,Perceptron,Online,0.4992343032159265,0.5095
Non-Separable,Spirals,50-50,0.5,Perceptron,Kernel,0.7761044176706827,0.777
Non-Separable,Spirals,50-50,0.5,AROW,Online,0.5235235235235235,0.524
Non-Separable,Spirals,50-50,0.5,AROW,Kernel,0.8155452436194895,0.841
Non-Separable,Spirals,50-50,0.5,OGC,Online,0.4917043740573152,0.4945
Non-Separable,Spirals,50-50,0.5,OGC,Kernel,0.7737079779227296,0.7745
Non-Separable,Spirals,50-50,0.5,SCW,Online,0.5356240525517938,0.5405
Non-Separable,Spirals,50-50,0.5,SCW,Kernel,0.6741721854304635,0.754
Non-Separable,Spirals,50-50,0.5,RDA,Online,0.5046153846153846,0.517
Non-Separable,Spirals,50-50,0.5,RDA,Kernel,0.48139711465451784,0.317
Non-Separable,Spirals,50-50,0.5,AdaRDA,Online,0.6600884654644437,0.5005
Non-Separable,Spirals,50-50,0.5,AdaRDA,Kernel,0.48139711465451784,0.317
Non-Separable,Spirals,70-30,0.7,PA,Online,0.600580671920365,0.5185
Non-Separable,Spirals,70-30,0.7,PA,Kernel,0.8639942734430923,0.81
Non-Separable,Spirals,70-30,0.7,Perceptron,Online,0.6595995288574794,0.5665
Non-Separable,Spirals,70-30,0.7,Perceptron,Kernel,0.8639942734430923,0.81
Non-Separable,Spirals,70-30,0.7,AROW,Online,0.6109510086455331,0.5275
Non-Separable,Spirals,70-30,0.7,AROW,Kernel,0.8210596467844052,0.7315
Non-Separable,Spirals,70-30,0.7,OGC,Online,0.7521929824561403,0.661
Non-Separable,Spirals,70-30,0.7,OGC,Kernel,0.8503937007874016,0.791
Non-Separable,Spirals,70-30,0.7,SCW,Online,0.6218001651527663,0.542
Non-Separable,Spirals,70-30,0.7,SCW,Kernel,0.8228369629193644,0.699
Non-Separable,Spirals,70-30,0.7,RDA,Online,0.6250509995920033,0.5405
Non-Separable,Spirals,70-30,0.7,RDA,Kernel,0.7105263157894737,0.582
Non-Separable,Spirals,70-30,0.7,AdaRDA,Online,0.8080747213015969,0.6815
Non-Separable,Spirals,70-30,0.7,AdaRDA,Kernel,0.6994219653179191,0.584
Non-Separable,Spirals,90-10,0.9,PA,Online,0.6182737450343084,0.4715
Non-Separable,Spirals,90-10,0.9,PA,Kernel,0.9349276974416018,0.883
Non-Separable,Spirals,90-10,0.9,Perceptron,Online,0.7012006861063464,0.5645
Non-Separable,Spirals,90-10,0.9,Perceptron,Kernel,0.9349276974416018,0.883
Non-Separable,Spirals,90-10,0.9,AROW,Online,0.6762438682550805,0.538
Non-Separable,Spirals,90-10,0.9,AROW,Kernel,0.9457037427517132,0.897
Non-Separable,Spirals,90-10,0.9,OGC,Online,0.8399511301160659,0.738
Non-Separable,Spirals,90-10,0.9,OGC,Kernel,0.9396719488462608,0.8915
Non-Separable,Spirals,90-10,0.9,SCW,Online,0.6571733713065148,0.5185
Non-Separable,Spirals,90-10,0.9,SCW,Kernel,0.94709133982627,0.8995
Non-Separable,Spirals,90-10,0.9,RDA,Online,0.710732538330494,0.5755
Non-Separable,Spirals,90-10,0.9,RDA,Kernel,0.9473684210526315,0.9
Non-Separable,Spirals,90-10,0.9,AdaRDA,Online,0.8570595099183197,0.755
Non-Separable,Spirals,90-10,0.9,AdaRDA,Kernel,0.9473684210526315,0.9
Non-Separable,SwissRoll,50-50,0.5,PA,Online,0.8776418242491657,0.89
Non-Separable,SwissRoll,50-50,0.5,PA,Kernel,0.980980980980981,0.981
Non-Separable,SwissRoll,50-50,0.5,Perceptron,Online,0.8179907524169819,0.7835
Non-Separable,SwissRoll,50-50,0.5,Perceptron,Kernel,0.980980980980981,0.981
Non-Separable,SwissRoll,50-50,0.5,AROW,Online,0.9722772277227723,0.972
Non-Separable,SwissRoll,50-50,0.5,AROW,Kernel,0.9844767150726089,0.9845
Non-Separable,SwissRoll,50-50,0.5,OGC,Online,0.9528585757271816,0.953
Non-Separable,SwissRoll,50-50,0.5,OGC,Kernel,0.980980980980981,0.981
Non-Separable,SwissRoll,50-50,0.5,SCW,Online,0.9424631478839752,0.9395
Non-Separable,SwissRoll,50-50,0.5,SCW,Kernel,0.9847870182555781,0.985
Non-Separable,SwissRoll,50-50,0.5,RDA,Online,0.8497363796133568,0.829
Non-Separable,SwissRoll,50-50,0.5,RDA,Kernel,0.2766049116760017,0.1605
Non-Separable,SwissRoll,50-50,0.5,AdaRDA,Online,0.7482068705171763,0.6665
Non-Separable,SwissRoll,50-50,0.5,AdaRDA,Kernel,0.2766049116760017,0.1605
Non-Separable,SwissRoll,70-30,0.7,PA,Online,0.9093725793958172,0.883
Non-Separable,SwissRoll,70-30,0.7,PA,Kernel,0.9892627057981389,0.985
Non-Separable,SwissRoll,70-30,0.7,Perceptron,Online,0.9103448275862069,0.8635
Non-Separable,SwissRoll,70-30,0.7,Perceptron,Kernel,0.9892627057981389,0.985
Non-Separable,SwissRoll,70-30,0.7,AROW,Online,0.9848812095032398,0.979
Non-Separable,SwissRoll,70-30,0.7,AROW,Kernel,0.9921540656205421,0.989
Non-Separable,SwissRoll,70-30,0.7,OGC,Online,0.975330711476582,0.9655
Non-Separable,SwissRoll,70-30,0.7,OGC,Kernel,0.9885550786838341,0.984
Non-Separable,SwissRoll,70-30,0.7,SCW,Online,0.973445143256464,0.962
Non-Separable,SwissRoll,70-30,0.7,SCW,Kernel,0.9899062725306417,0.986
Non-Separable,SwissRoll,70-30,0.7,RDA,Online,0.9251517194875253,0.889
Non-Separable,SwissRoll,70-30,0.7,RDA,Kernel,0.9778262450018175,0.9695
Non-Separable,SwissRoll,70-30,0.7,AdaRDA,Online,0.8504129703273172,0.7555
Non-Separable,SwissRoll,70-30,0.7,AdaRDA,Kernel,0.9774545454545455,0.969
Non-Separable,SwissRoll,90-10,0.9,PA,Online,0.9519720955191844,0.9105
Non-Separable,SwissRoll,90-10,0.9,PA,Kernel,0.9866592551417455,0.976
Non-Separable,SwissRoll,90-10,0.9,Perceptron,Online,0.9593976875504168,0.9245
Non-Separable,SwissRoll,90-10,0.9,Perceptron,Kernel,0.9866592551417455,0.976
Non-Separable,SwissRoll,90-10,0.9,AROW,Online,0.9856540084388186,0.9745
Non-Separable,SwissRoll,90-10,0.9,AROW,Kernel,0.9922222222222222,0.986
Non-Separable,SwissRoll,90-10,0.9,OGC,Online,0.9855233853006682,0.974
Non-Separable,SwissRoll,90-10,0.9,OGC,Kernel,0.9875034712579839,0.9775
Non-Separable,SwissRoll,90-10,0.9,SCW,Online,0.9881313828319073,0.9785
Non-Separable,SwissRoll,90-10,0.9,SCW,Kernel,0.9925062447960034,0.9865
Non-Separable,SwissRoll,90-10,0.9,RDA,Online,0.9588599085775746,0.9235
Non-Separable,SwissRoll,90-10,0.9,RDA,Kernel,0.984065934065934,0.971
Non-Separable,SwissRoll,90-10,0.9,AdaRDA,Online,0.9689034369885434,0.943
Non-Separable,SwissRoll,90-10,0.9,AdaRDA,Kernel,0.984065934065934,0.971
Non-Separable,XOR,50-50,0.5,PA,Online,0.49950248756218907,0.497
Non-Separable,XOR,50-50,0.5,PA,Kernel,0.9569138276553106,0.957
Non-Separable,XOR,50-50,0.5,Perceptron,Online,0.5223505775991963,0.5245
Non-Separable,XOR,50-50,0.5,Perceptron,Kernel,0.9569138276553106,0.957
Non-Separable,XOR,50-50,0.5,AROW,Online,0.47663071391884954,0.4905
Non-Separable,XOR,50-50,0.5,AROW,Kernel,0.9294871794871795,0.934
Non-Separable,XOR,50-50,0.5,OGC,Online,0.5062034739454094,0.5025
Non-Separable,XOR,50-50,0.5,OGC,Kernel,0.9488465396188566,0.949
Non-Separable,XOR,50-50,0.5,SCW,Online,0.5007496251874063,0.5005
Non-Separable,XOR,50-50,0.5,SCW,Kernel,0.8532267275842376,0.8715
Non-Separable,XOR,50-50,0.5,RDA,Online,0.5236436037829766,0.5215
Non-Separable,XOR,50-50,0.5,RDA,Kernel,0.3579638752052545,0.218
Non-Separable,XOR,50-50,0.5,AdaRDA,Online,0.6598984771573604,0.4975
Non-Separable,XOR,50-50,0.5,AdaRDA,Kernel,0.7840772014475271,0.821
Non-Separable,XOR,70-30,0.7,PA,Online,0.5826050769870995,0.4985
Non-Separable,XOR,70-30,0.7,PA,Kernel,0.9660107334525939,0.9525
Non-Separable,XOR,70-30,0.7,Perceptron,Online,0.670090873172659,0.5825
Non-Separable,XOR,70-30,0.7,Perceptron,Kernel,0.9660107334525939,0.9525
Non-Separable,XOR,70-30,0.7,AROW,Online,0.5821083578328433,0.5025
Non-Separable,XOR,70-30,0.7,AROW,Kernel,0.9468960359012715,0.929
Non-Separable,XOR,70-30,0.7,OGC,Online,0.7457006952067325,0.6525
Non-Separable,XOR,70-30,0.7,OGC,Kernel,0.9678111587982833,0.955
Non-Separable,XOR,70-30,0.7,SCW,Online,0.615321923390383,0.528
Non-Separable,XOR,70-30,0.7,SCW,Kernel,0.9204545454545454,0.895
Non-Separable,XOR,70-30,0.7,RDA,Online,0.6519823788546255,0.5655
Non-Separable,XOR,70-30,0.7,RDA,Kernel,0.7091767881241565,0.569
Non-Separable,XOR,70-30,0.7,AdaRDA,Online,0.8185053380782918,0.694
Non-Separable,XOR,70-30,0.7,AdaRDA,Kernel,0.6440084092501752,0.492
Non-Separable,XOR,90-10,0.9,PA,Online,0.610989010989011,0.469
Non-Separable,XOR,90-10,0.9,PA,Kernel,0.9577543079488605,0.924
Non-Separable,XOR,90-10,0.9,Perceptron,Online,0.7104194857916103,0.572
Non-Separable,XOR,90-10,0.9,Perceptron,Kernel,0.9577543079488605,0.924
Non-Separable,XOR,90-10,0.9,AROW,Online,0.6867428175839391,0.5475
Non-Separable,XOR,90-10,0.9,AROW,Kernel,0.9465085638998683,0.8985
Non-Separable,XOR,90-10,0.9,OGC,Online,0.8424908424908425,0.742
Non-Separable,XOR,90-10,0.9,OGC,Kernel,0.9569324812447902,0.9225
Non-Separable,XOR,90-10,0.9,SCW,Online,0.652327221438646,0.507
Non-Separable,XOR,90-10,0.9,SCW,Kernel,0.9473684210526315,0.9
Non-Separable,XOR,90-10,0.9,RDA,Online,0.7097866576363021,0.5715
Non-Separable,XOR,90-10,0.9,RDA,Kernel,0.9473684210526315,0.9
Non-Separable,XOR,90-10,0.9,AdaRDA,Online,0.8176862507571169,0.699
Non-Separable,XOR,90-10,0.9,AdaRDA,Kernel,0.9473684210526315,0.9
