Dataset,Algorithm,Shuffle,F1
HeartDisease_UCI,K-SCW,80,0.7229
HeartDisease_UCI,K-SCW,81,0.5479
HeartDisease_UCI,K-SCW,82,0.7765
HeartDisease_UCI,K-SCW,83,0.7333
HeartDisease_UCI,K-SCW,84,0.7792
HeartDisease_UCI,K-SCW,85,0.7586
HeartDisease_UCI,K-SCW,86,0.6575
HeartDisease_UCI,K-SCW,87,0.7692
HeartDisease_UCI,K-SCW,88,0.6866
HeartDisease_UCI,K-SCW,89,0.6818
HeartDisease_UCI,K-SCW,90,0.7671
HeartDisease_UCI,K-SCW,91,0.7250
HeartDisease_UCI,K-SCW,92,0.7317
HeartDisease_UCI,K-SCW,93,0.7640
HeartDisease_UCI,K-SCW,94,0.6923
HeartDisease_UCI,K-SCW,95,0.7586
HeartDisease_UCI,K-SCW,96,0.6667
HeartDisease_UCI,K-SCW,97,0.7294
HeartDisease_UCI,K-SCW,98,0.7356
HeartDisease_UCI,K-SCW,99,0.7654
HeartDisease_UCI,K-SCW,100,0.8000
HeartDisease_UCI,K-AdaRDA,1,0.7561
HeartDisease_UCI,K-AdaRDA,2,0.7619
HeartDisease_UCI,K-AdaRDA,3,0.7532
HeartDisease_UCI,K-AdaRDA,4,0.7089
HeartDisease_UCI,K-AdaRDA,5,0.7750
HeartDisease_UCI,K-AdaRDA,6,0.7294
HeartDisease_UCI,K-AdaRDA,7,0.8046
HeartDisease_UCI,K-AdaRDA,8,0.7949
HeartDisease_UCI,K-AdaRDA,9,0.7907
HeartDisease_UCI,K-AdaRDA,10,0.7105
HeartDisease_UCI,K-AdaRDA,11,0.7727
HeartDisease_UCI,K-AdaRDA,12,0.8140
HeartDisease_UCI,K-AdaRDA,13,0.7381
HeartDisease_UCI,K-AdaRDA,14,0.7527
HeartDisease_UCI,K-AdaRDA,15,0.7708
HeartDisease_UCI,K-AdaRDA,16,0.7857
HeartDisease_UCI,K-AdaRDA,17,0.7945
HeartDisease_UCI,K-AdaRDA,18,0.7356
HeartDisease_UCI,K-AdaRDA,19,0.7209
HeartDisease_UCI,K-AdaRDA,20,0.7865
HeartDisease_UCI,K-AdaRDA,21,0.7750
HeartDisease_UCI,K-AdaRDA,22,0.7123
HeartDisease_UCI,K-AdaRDA,23,0.8000
HeartDisease_UCI,K-AdaRDA,24,0.7342
HeartDisease_UCI,K-AdaRDA,25,0.7955
HeartDisease_UCI,K-AdaRDA,26,0.6914
HeartDisease_UCI,K-AdaRDA,27,0.8817
HeartDisease_UCI,K-AdaRDA,28,0.7733
HeartDisease_UCI,K-AdaRDA,29,0.7816
HeartDisease_UCI,K-AdaRDA,30,0.7848
HeartDisease_UCI,K-AdaRDA,31,0.7407
HeartDisease_UCI,K-AdaRDA,32,0.7561
HeartDisease_UCI,K-AdaRDA,33,0.7532
HeartDisease_UCI,K-AdaRDA,34,0.8060
HeartDisease_UCI,K-AdaRDA,35,0.7671
HeartDisease_UCI,K-AdaRDA,36,0.7952
HeartDisease_UCI,K-AdaRDA,37,0.6667
HeartDisease_UCI,K-AdaRDA,38,0.7654
HeartDisease_UCI,K-AdaRDA,39,0.8276
HeartDisease_UCI,K-AdaRDA,40,0.7561
HeartDisease_UCI,K-AdaRDA,41,0.7442
HeartDisease_UCI,K-AdaRDA,42,0.7692
HeartDisease_UCI,K-AdaRDA,43,0.7317
HeartDisease_UCI,K-AdaRDA,44,0.7429
HeartDisease_UCI,K-AdaRDA,45,0.7778
HeartDisease_UCI,K-AdaRDA,46,0.7778
HeartDisease_UCI,K-AdaRDA,47,0.7561
HeartDisease_UCI,K-AdaRDA,48,0.8000
HeartDisease_UCI,K-AdaRDA,49,0.7407
HeartDisease_UCI,K-AdaRDA,50,0.7250
HeartDisease_UCI,K-AdaRDA,51,0.8293
HeartDisease_UCI,K-AdaRDA,52,0.7671
HeartDisease_UCI,K-AdaRDA,53,0.7816
HeartDisease_UCI,K-AdaRDA,54,0.0000
HeartDisease_UCI,K-AdaRDA,55,0.7677
HeartDisease_UCI,K-AdaRDA,56,0.7342
HeartDisease_UCI,K-AdaRDA,57,0.6494
HeartDisease_UCI,K-AdaRDA,58,0.8158
HeartDisease_UCI,K-AdaRDA,59,0.6970
HeartDisease_UCI,K-AdaRDA,60,0.7714
HeartDisease_UCI,K-AdaRDA,61,0.7733
HeartDisease_UCI,K-AdaRDA,62,0.7619
HeartDisease_UCI,K-AdaRDA,63,0.7532
HeartDisease_UCI,K-AdaRDA,64,0.7246
HeartDisease_UCI,K-AdaRDA,65,0.7654
HeartDisease_UCI,K-AdaRDA,66,0.7368
HeartDisease_UCI,K-AdaRDA,67,0.8500
HeartDisease_UCI,K-AdaRDA,68,0.7857
HeartDisease_UCI,K-AdaRDA,69,0.7765
HeartDisease_UCI,K-AdaRDA,70,0.7595
HeartDisease_UCI,K-AdaRDA,71,0.7654
HeartDisease_UCI,K-AdaRDA,72,0.7397
HeartDisease_UCI,K-AdaRDA,73,0.7640
HeartDisease_UCI,K-AdaRDA,74,0.6914
HeartDisease_UCI,K-AdaRDA,75,0.8222
HeartDisease_UCI,K-AdaRDA,76,0.8235
HeartDisease_UCI,K-AdaRDA,77,0.7529
HeartDisease_UCI,K-AdaRDA,78,0.7416
HeartDisease_UCI,K-AdaRDA,79,0.8861
HeartDisease_UCI,K-AdaRDA,80,0.7317
HeartDisease_UCI,K-AdaRDA,81,0.6216
HeartDisease_UCI,K-AdaRDA,82,0.7805
HeartDisease_UCI,K-AdaRDA,83,0.7356
HeartDisease_UCI,K-AdaRDA,84,0.8148
HeartDisease_UCI,K-AdaRDA,85,0.7556
HeartDisease_UCI,K-AdaRDA,86,0.7632
HeartDisease_UCI,K-AdaRDA,87,0.7640
HeartDisease_UCI,K-AdaRDA,88,0.7324
HeartDisease_UCI,K-AdaRDA,89,0.6905
HeartDisease_UCI,K-AdaRDA,90,0.0000
HeartDisease_UCI,K-AdaRDA,91,0.7381
HeartDisease_UCI,K-AdaRDA,92,0.8205
HeartDisease_UCI,K-AdaRDA,93,0.0000
HeartDisease_UCI,K-AdaRDA,94,0.7273
HeartDisease_UCI,K-AdaRDA,95,0.7640
HeartDisease_UCI,K-AdaRDA,96,0.7179
HeartDisease_UCI,K-AdaRDA,97,0.7750
HeartDisease_UCI,K-AdaRDA,98,0.8000
HeartDisease_UCI,K-AdaRDA,99,0.7952
HeartDisease_UCI,K-AdaRDA,100,0.8193
HeartFailure_UCI,K-Perceptron,1,0.6545
HeartFailure_UCI,K-Perceptron,2,0.4878
HeartFailure_UCI,K-Perceptron,3,0.5797
HeartFailure_UCI,K-Perceptron,4,0.5882
HeartFailure_UCI,K-Perceptron,5,0.5758
HeartFailure_UCI,K-Perceptron,6,0.6792
HeartFailure_UCI,K-Perceptron,7,0.5455
HeartFailure_UCI,K-Perceptron,8,0.5075
HeartFailure_UCI,K-Perceptron,9,0.5455
HeartFailure_UCI,K-Perceptron,10,0.6197
HeartFailure_UCI,K-Perceptron,11,0.6897
HeartFailure_UCI,K-Perceptron,12,0.5424
HeartFailure_UCI,K-Perceptron,13,0.6154
HeartFailure_UCI,K-Perceptron,14,0.6562
HeartFailure_UCI,K-Perceptron,15,0.5833
HeartFailure_UCI,K-Perceptron,16,0.6667
HeartFailure_UCI,K-Perceptron,17,0.6071
HeartFailure_UCI,K-Perceptron,18,0.5769
HeartFailure_UCI,K-Perceptron,19,0.5333
HeartFailure_UCI,K-Perceptron,20,0.5098
HeartFailure_UCI,K-Perceptron,21,0.6552
HeartFailure_UCI,K-Perceptron,22,0.5763
HeartFailure_UCI,K-Perceptron,23,0.5846
HeartFailure_UCI,K-Perceptron,24,0.4889
HeartFailure_UCI,K-Perceptron,25,0.6000
HeartFailure_UCI,K-Perceptron,26,0.6207
HeartFailure_UCI,K-Perceptron,27,0.5778
HeartFailure_UCI,K-Perceptron,28,0.6667
HeartFailure_UCI,K-Perceptron,29,0.5714
HeartFailure_UCI,K-Perceptron,30,0.5574
HeartFailure_UCI,K-Perceptron,31,0.6000
HeartFailure_UCI,K-Perceptron,32,0.6857
HeartFailure_UCI,K-Perceptron,33,0.5938
HeartFailure_UCI,K-Perceptron,34,0.6557
HeartFailure_UCI,K-Perceptron,35,0.7619
HeartFailure_UCI,K-Perceptron,36,0.5455
HeartFailure_UCI,K-Perceptron,37,0.5926
HeartFailure_UCI,K-Perceptron,38,0.5758
HeartFailure_UCI,K-Perceptron,39,0.6429
HeartFailure_UCI,K-Perceptron,40,0.6222
HeartFailure_UCI,K-Perceptron,41,0.5902
HeartFailure_UCI,K-Perceptron,42,0.4783
HeartFailure_UCI,K-Perceptron,43,0.4889
HeartFailure_UCI,K-Perceptron,44,0.3636
HeartFailure_UCI,K-Perceptron,45,0.5660
HeartFailure_UCI,K-Perceptron,46,0.4091
HeartFailure_UCI,K-Perceptron,47,0.6182
HeartFailure_UCI,K-Perceptron,48,0.6296
HeartFailure_UCI,K-Perceptron,49,0.5116
HeartFailure_UCI,K-Perceptron,50,0.6441
HeartFailure_UCI,K-Perceptron,51,0.5634
HeartFailure_UCI,K-Perceptron,52,0.3404
HeartFailure_UCI,K-Perceptron,53,0.6250
HeartFailure_UCI,K-Perceptron,54,0.6667
HeartFailure_UCI,K-Perceptron,55,0.6102
HeartFailure_UCI,K-Perceptron,56,0.6780
HeartFailure_UCI,K-Perceptron,57,0.6866
HeartFailure_UCI,K-Perceptron,58,0.6441
HeartFailure_UCI,K-Perceptron,59,0.6182
HeartFailure_UCI,K-Perceptron,60,0.5660
HeartFailure_UCI,K-Perceptron,61,0.5200
HeartFailure_UCI,K-Perceptron,62,0.4783
HeartFailure_UCI,K-Perceptron,63,0.7324
HeartFailure_UCI,K-Perceptron,64,0.5263
HeartFailure_UCI,K-Perceptron,65,0.5263
HeartFailure_UCI,K-Perceptron,66,0.6667
HeartFailure_UCI,K-Perceptron,67,0.7018
HeartFailure_UCI,K-Perceptron,68,0.6154
HeartFailure_UCI,K-Perceptron,69,0.6897
HeartFailure_UCI,K-Perceptron,70,0.5660
HeartFailure_UCI,K-Perceptron,71,0.4490
HeartFailure_UCI,K-Perceptron,72,0.4815
HeartFailure_UCI,K-Perceptron,73,0.5600
HeartFailure_UCI,K-Perceptron,74,0.5965
HeartFailure_UCI,K-Perceptron,75,0.5902
HeartFailure_UCI,K-Perceptron,76,0.5455
HeartFailure_UCI,K-Perceptron,77,0.4681
HeartFailure_UCI,K-Perceptron,78,0.6316
HeartFailure_UCI,K-Perceptron,79,0.6452
HeartFailure_UCI,K-Perceptron,80,0.5455
HeartFailure_UCI,K-Perceptron,81,0.6988
HeartFailure_UCI,K-Perceptron,82,0.6571
HeartFailure_UCI,K-Perceptron,83,0.6441
HeartFailure_UCI,K-Perceptron,84,0.4878
HeartFailure_UCI,K-Perceptron,85,0.4286
HeartFailure_UCI,K-Perceptron,86,0.6296
HeartFailure_UCI,K-Perceptron,87,0.6230
HeartFailure_UCI,K-Perceptron,88,0.6562
HeartFailure_UCI,K-Perceptron,89,0.6000
HeartFailure_UCI,K-Perceptron,90,0.5287
HeartFailure_UCI,K-Perceptron,91,0.6087
HeartFailure_UCI,K-Perceptron,92,0.4500
HeartFailure_UCI,K-Perceptron,93,0.7273
HeartFailure_UCI,K-Perceptron,94,0.5538
HeartFailure_UCI,K-Perceptron,95,0.4483
HeartFailure_UCI,K-Perceptron,96,0.5397
HeartFailure_UCI,K-Perceptron,97,0.5000
HeartFailure_UCI,K-Perceptron,98,0.5600
HeartFailure_UCI,K-Perceptron,99,0.5455
HeartFailure_UCI,K-Perceptron,100,0.5070
HeartFailure_UCI,K-PA,1,0.6552
HeartFailure_UCI,K-PA,2,0.5000
HeartFailure_UCI,K-PA,3,0.6885
HeartFailure_UCI,K-PA,4,0.5714
HeartFailure_UCI,K-PA,5,0.6032
HeartFailure_UCI,K-PA,6,0.6786
HeartFailure_UCI,K-PA,7,0.5818
HeartFailure_UCI,K-PA,8,0.5614
HeartFailure_UCI,K-PA,9,0.5200
HeartFailure_UCI,K-PA,10,0.7188
HeartFailure_UCI,K-PA,11,0.6316
HeartFailure_UCI,K-PA,12,0.5818
HeartFailure_UCI,K-PA,13,0.6552
HeartFailure_UCI,K-PA,14,0.5902
HeartFailure_UCI,K-PA,15,0.6286
HeartFailure_UCI,K-PA,16,0.7273
HeartFailure_UCI,K-PA,17,0.6000
HeartFailure_UCI,K-PA,18,0.5769
HeartFailure_UCI,K-PA,19,0.5806
HeartFailure_UCI,K-PA,20,0.5106
HeartFailure_UCI,K-PA,21,0.6809
HeartFailure_UCI,K-PA,22,0.6296
HeartFailure_UCI,K-PA,23,0.4912
HeartFailure_UCI,K-PA,24,0.5714
HeartFailure_UCI,K-PA,25,0.6207
HeartFailure_UCI,K-PA,26,0.6429
HeartFailure_UCI,K-PA,27,0.6222
HeartFailure_UCI,K-PA,28,0.6316
HeartFailure_UCI,K-PA,29,0.6316
HeartFailure_UCI,K-PA,30,0.6197
HeartFailure_UCI,K-PA,31,0.6957
HeartFailure_UCI,K-PA,32,0.6780
HeartFailure_UCI,K-PA,33,0.5424
HeartFailure_UCI,K-PA,34,0.7000
HeartFailure_UCI,K-PA,35,0.6667
HeartFailure_UCI,K-PA,36,0.6182
HeartFailure_UCI,K-PA,37,0.6038
HeartFailure_UCI,K-PA,38,0.6316
HeartFailure_UCI,K-PA,39,0.6897
HeartFailure_UCI,K-PA,40,0.6818
HeartFailure_UCI,K-PA,41,0.6000
HeartFailure_UCI,K-PA,42,0.6000
HeartFailure_UCI,K-PA,43,0.5306
HeartFailure_UCI,K-PA,44,0.4651
HeartFailure_UCI,K-PA,45,0.5660
HeartFailure_UCI,K-PA,46,0.5098
HeartFailure_UCI,K-PA,47,0.6780
HeartFailure_UCI,K-PA,48,0.6545
HeartFailure_UCI,K-PA,49,0.5217
HeartFailure_UCI,K-PA,50,0.6000
HeartFailure_UCI,K-PA,51,0.5926
HeartFailure_UCI,K-PA,52,0.3556
HeartFailure_UCI,K-PA,53,0.6522
HeartFailure_UCI,K-PA,54,0.7059
HeartFailure_UCI,K-PA,55,0.5965
HeartFailure_UCI,K-PA,56,0.6552
HeartFailure_UCI,K-PA,57,0.6333
HeartFailure_UCI,K-PA,58,0.5667
HeartFailure_UCI,K-PA,59,0.6885
HeartFailure_UCI,K-PA,60,0.5882
HeartFailure_UCI,K-PA,61,0.6087
HeartFailure_UCI,K-PA,62,0.5818
HeartFailure_UCI,K-PA,63,0.7123
HeartFailure_UCI,K-PA,64,0.5574
HeartFailure_UCI,K-PA,65,0.5667
HeartFailure_UCI,K-PA,66,0.6792
HeartFailure_UCI,K-PA,67,0.6296
HeartFailure_UCI,K-PA,68,0.6296
HeartFailure_UCI,K-PA,69,0.6923
HeartFailure_UCI,K-PA,70,0.5417
HeartFailure_UCI,K-PA,71,0.4898
HeartFailure_UCI,K-PA,72,0.6000
HeartFailure_UCI,K-PA,73,0.5909
HeartFailure_UCI,K-PA,74,0.6071
HeartFailure_UCI,K-PA,75,0.5833
HeartFailure_UCI,K-PA,76,0.4167
HeartFailure_UCI,K-PA,77,0.4348
HeartFailure_UCI,K-PA,78,0.6250
HeartFailure_UCI,K-PA,79,0.7500
HeartFailure_UCI,K-PA,80,0.5769
HeartFailure_UCI,K-PA,81,0.7179
HeartFailure_UCI,K-PA,82,0.7333
HeartFailure_UCI,K-PA,83,0.6970
HeartFailure_UCI,K-PA,84,0.5455
HeartFailure_UCI,K-PA,85,0.4583
HeartFailure_UCI,K-PA,86,0.6667
HeartFailure_UCI,K-PA,87,0.6102
HeartFailure_UCI,K-PA,88,0.6071
HeartFailure_UCI,K-PA,89,0.5970
HeartFailure_UCI,K-PA,90,0.5846
HeartFailure_UCI,K-PA,91,0.5778
HeartFailure_UCI,K-PA,92,0.4000
HeartFailure_UCI,K-PA,93,0.7119
HeartFailure_UCI,K-PA,94,0.5714
HeartFailure_UCI,K-PA,95,0.5556
HeartFailure_UCI,K-PA,96,0.6154
HeartFailure_UCI,K-PA,97,0.5000
HeartFailure_UCI,K-PA,98,0.6296
HeartFailure_UCI,K-PA,99,0.5532
HeartFailure_UCI,K-PA,100,0.6000
HeartFailure_UCI,K-AROW,1,0.6316
HeartFailure_UCI,K-AROW,2,0.4615
HeartFailure_UCI,K-AROW,3,0.6552
HeartFailure_UCI,K-AROW,4,0.5306
HeartFailure_UCI,K-AROW,5,0.5172
HeartFailure_UCI,K-AROW,6,0.6667
HeartFailure_UCI,K-AROW,7,0.5714
HeartFailure_UCI,K-AROW,8,0.5517
HeartFailure_UCI,K-AROW,9,0.4000
HeartFailure_UCI,K-AROW,10,0.6875
HeartFailure_UCI,K-AROW,11,0.6429
HeartFailure_UCI,K-AROW,12,0.5862
HeartFailure_UCI,K-AROW,13,0.6667
HeartFailure_UCI,K-AROW,14,0.5763
HeartFailure_UCI,K-AROW,15,0.6364
HeartFailure_UCI,K-AROW,16,0.7119
HeartFailure_UCI,K-AROW,17,0.6000
HeartFailure_UCI,K-AROW,18,0.5769
HeartFailure_UCI,K-AROW,19,0.5714
HeartFailure_UCI,K-AROW,20,0.5333
HeartFailure_UCI,K-AROW,21,0.6957
HeartFailure_UCI,K-AROW,22,0.6122
HeartFailure_UCI,K-AROW,23,0.5424
HeartFailure_UCI,K-AROW,24,0.5500
HeartFailure_UCI,K-AROW,25,0.6557
HeartFailure_UCI,K-AROW,26,0.5556
HeartFailure_UCI,K-AROW,27,0.7200
HeartFailure_UCI,K-AROW,28,0.6316
HeartFailure_UCI,K-AROW,29,0.5714
HeartFailure_UCI,K-AROW,30,0.6486
HeartFailure_UCI,K-AROW,31,0.6769
HeartFailure_UCI,K-AROW,32,0.6552
HeartFailure_UCI,K-AROW,33,0.5714
HeartFailure_UCI,K-AROW,34,0.6780
HeartFailure_UCI,K-AROW,35,0.7407
HeartFailure_UCI,K-AROW,36,0.6667
HeartFailure_UCI,K-AROW,37,0.6296
HeartFailure_UCI,K-AROW,38,0.6102
HeartFailure_UCI,K-AROW,39,0.6897
HeartFailure_UCI,K-AROW,40,0.7273
HeartFailure_UCI,K-AROW,41,0.6522
HeartFailure_UCI,K-AROW,42,0.5714
HeartFailure_UCI,K-AROW,43,0.4889
HeartFailure_UCI,K-AROW,44,0.4762
HeartFailure_UCI,K-AROW,45,0.6071
HeartFailure_UCI,K-AROW,46,0.5417
HeartFailure_UCI,K-AROW,47,0.6552
HeartFailure_UCI,K-AROW,48,0.6545
HeartFailure_UCI,K-AROW,49,0.4615
HeartFailure_UCI,K-AROW,50,0.6286
HeartFailure_UCI,K-AROW,51,0.5385
HeartFailure_UCI,K-AROW,52,0.2857
HeartFailure_UCI,K-AROW,53,0.6531
HeartFailure_UCI,K-AROW,54,0.6800
HeartFailure_UCI,K-AROW,55,0.5926
HeartFailure_UCI,K-AROW,56,0.6667
HeartFailure_UCI,K-AROW,57,0.6207
HeartFailure_UCI,K-AROW,58,0.6230
HeartFailure_UCI,K-AROW,59,0.6207
HeartFailure_UCI,K-AROW,60,0.5882
HeartFailure_UCI,K-AROW,61,0.6250
HeartFailure_UCI,K-AROW,62,0.6071
HeartFailure_UCI,K-AROW,63,0.7143
HeartFailure_UCI,K-AROW,64,0.5000
HeartFailure_UCI,K-AROW,65,0.5484
HeartFailure_UCI,K-AROW,66,0.6296
HeartFailure_UCI,K-AROW,67,0.6296
HeartFailure_UCI,K-AROW,68,0.6667
HeartFailure_UCI,K-AROW,69,0.6909
HeartFailure_UCI,K-AROW,70,0.5106
HeartFailure_UCI,K-AROW,71,0.5417
HeartFailure_UCI,K-AROW,72,0.5769
HeartFailure_UCI,K-AROW,73,0.6275
HeartFailure_UCI,K-AROW,74,0.5862
HeartFailure_UCI,K-AROW,75,0.5652
HeartFailure_UCI,K-AROW,76,0.4082
HeartFailure_UCI,K-AROW,77,0.4000
HeartFailure_UCI,K-AROW,78,0.7170
HeartFailure_UCI,K-AROW,79,0.7742
HeartFailure_UCI,K-AROW,80,0.5490
HeartFailure_UCI,K-AROW,81,0.7105
HeartFailure_UCI,K-AROW,82,0.6562
HeartFailure_UCI,K-AROW,83,0.6769
HeartFailure_UCI,K-AROW,84,0.5116
HeartFailure_UCI,K-AROW,85,0.4255
HeartFailure_UCI,K-AROW,86,0.7097
HeartFailure_UCI,K-AROW,87,0.5714
HeartFailure_UCI,K-AROW,88,0.6071
HeartFailure_UCI,K-AROW,89,0.5797
HeartFailure_UCI,K-AROW,90,0.5507
HeartFailure_UCI,K-AROW,91,0.4324
HeartFailure_UCI,K-AROW,92,0.4000
HeartFailure_UCI,K-AROW,93,0.6897
HeartFailure_UCI,K-AROW,94,0.5970
HeartFailure_UCI,K-AROW,95,0.6038
HeartFailure_UCI,K-AROW,96,0.6250
HeartFailure_UCI,K-AROW,97,0.5306
HeartFailure_UCI,K-AROW,98,0.6038
HeartFailure_UCI,K-AROW,99,0.5200
HeartFailure_UCI,K-AROW,100,0.6479
HeartFailure_UCI,K-GC,1,0.7188
HeartFailure_UCI,K-GC,2,0.6531
HeartFailure_UCI,K-GC,3,0.6792
HeartFailure_UCI,K-GC,4,0.6939
HeartFailure_UCI,K-GC,5,0.7536
HeartFailure_UCI,K-GC,6,0.6275
HeartFailure_UCI,K-GC,7,0.6441
HeartFailure_UCI,K-GC,8,0.7407
HeartFailure_UCI,K-GC,9,0.6897
HeartFailure_UCI,K-GC,10,0.7500
HeartFailure_UCI,K-GC,11,0.6667
HeartFailure_UCI,K-GC,12,0.6667
HeartFailure_UCI,K-GC,13,0.7241
HeartFailure_UCI,K-GC,14,0.7619
HeartFailure_UCI,K-GC,15,0.6552
HeartFailure_UCI,K-GC,16,0.8070
HeartFailure_UCI,K-GC,17,0.6780
HeartFailure_UCI,K-GC,18,0.6207
HeartFailure_UCI,K-GC,19,0.6567
HeartFailure_UCI,K-GC,20,0.6875
HeartFailure_UCI,K-GC,21,0.7143
HeartFailure_UCI,K-GC,22,0.7273
HeartFailure_UCI,K-GC,23,0.7353
HeartFailure_UCI,K-GC,24,0.7442
HeartFailure_UCI,K-GC,25,0.6296
HeartFailure_UCI,K-GC,26,0.5490
HeartFailure_UCI,K-GC,27,0.7547
HeartFailure_UCI,K-GC,28,0.7213
HeartFailure_UCI,K-GC,29,0.6230
HeartFailure_UCI,K-GC,30,0.6230
HeartFailure_UCI,K-GC,31,0.7077
HeartFailure_UCI,K-GC,32,0.7000
HeartFailure_UCI,K-GC,33,0.6250
HeartFailure_UCI,K-GC,34,0.7308
HeartFailure_UCI,K-GC,35,0.8727
HeartFailure_UCI,K-GC,36,0.6792
HeartFailure_UCI,K-GC,37,0.7667
HeartFailure_UCI,K-GC,38,0.7143
HeartFailure_UCI,K-GC,39,0.7333
HeartFailure_UCI,K-GC,40,0.8571
HeartFailure_UCI,K-GC,41,0.7500
HeartFailure_UCI,K-GC,42,0.6154
HeartFailure_UCI,K-GC,43,0.5957
HeartFailure_UCI,K-GC,44,0.6531
HeartFailure_UCI,K-GC,45,0.7037
HeartFailure_UCI,K-GC,46,0.6667
HeartFailure_UCI,K-GC,47,0.7097
HeartFailure_UCI,K-GC,48,0.7667
HeartFailure_UCI,K-GC,49,0.6909
HeartFailure_UCI,K-GC,50,0.8136
HeartFailure_UCI,K-GC,51,0.7097
HeartFailure_UCI,K-GC,52,0.6792
HeartFailure_UCI,K-GC,53,0.7755
HeartFailure_UCI,K-GC,54,0.6800
HeartFailure_UCI,K-GC,55,0.6857
HeartFailure_UCI,K-GC,56,0.6897
HeartFailure_UCI,K-GC,57,0.7324
HeartFailure_UCI,K-GC,58,0.6562
HeartFailure_UCI,K-GC,59,0.7500
HeartFailure_UCI,K-GC,60,0.6897
HeartFailure_UCI,K-GC,61,0.7273
HeartFailure_UCI,K-GC,62,0.6667
HeartFailure_UCI,K-GC,63,0.7222
HeartFailure_UCI,K-GC,64,0.6129
HeartFailure_UCI,K-GC,65,0.6441
HeartFailure_UCI,K-GC,66,0.7170
HeartFailure_UCI,K-GC,67,0.6984
HeartFailure_UCI,K-GC,68,0.7241
HeartFailure_UCI,K-GC,69,0.7451
HeartFailure_UCI,K-GC,70,0.6275
HeartFailure_UCI,K-GC,71,0.6667
HeartFailure_UCI,K-GC,72,0.6939
HeartFailure_UCI,K-GC,73,0.6909
HeartFailure_UCI,K-GC,74,0.6780
HeartFailure_UCI,K-GC,75,0.6531
HeartFailure_UCI,K-GC,76,0.6667
HeartFailure_UCI,K-GC,77,0.6780
HeartFailure_UCI,K-GC,78,0.7500
HeartFailure_UCI,K-GC,79,0.8000
HeartFailure_UCI,K-GC,80,0.7302
HeartFailure_UCI,K-GC,81,0.7692
HeartFailure_UCI,K-GC,82,0.7636
HeartFailure_UCI,K-GC,83,0.7097
HeartFailure_UCI,K-GC,84,0.6122
HeartFailure_UCI,K-GC,85,0.6538
HeartFailure_UCI,K-GC,86,0.7500
HeartFailure_UCI,K-GC,87,0.7097
HeartFailure_UCI,K-GC,88,0.6316
HeartFailure_UCI,K-GC,89,0.6957
HeartFailure_UCI,K-GC,90,0.6316
HeartFailure_UCI,K-GC,91,0.6512
HeartFailure_UCI,K-GC,92,0.4324
HeartFailure_UCI,K-GC,93,0.6780
HeartFailure_UCI,K-GC,94,0.5614
HeartFailure_UCI,K-GC,95,0.5769
HeartFailure_UCI,K-GC,96,0.7077
HeartFailure_UCI,K-GC,97,0.6667
HeartFailure_UCI,K-GC,98,0.7119
HeartFailure_UCI,K-GC,99,0.7273
HeartFailure_UCI,K-GC,100,0.7222
HeartFailure_UCI,K-RDA,1,0.5246
HeartFailure_UCI,K-RDA,2,0.4211
HeartFailure_UCI,K-RDA,3,0.4746
HeartFailure_UCI,K-RDA,4,0.4348
HeartFailure_UCI,K-RDA,5,0.5484
HeartFailure_UCI,K-RDA,6,0.4746
HeartFailure_UCI,K-RDA,7,0.5124
HeartFailure_UCI,K-RDA,8,0.4348
HeartFailure_UCI,K-RDA,9,0.5246
HeartFailure_UCI,K-RDA,10,0.5246
HeartFailure_UCI,K-RDA,11,0.4746
HeartFailure_UCI,K-RDA,12,0.4746
HeartFailure_UCI,K-RDA,13,0.4746
HeartFailure_UCI,K-RDA,14,0.5246
HeartFailure_UCI,K-RDA,15,0.5124
HeartFailure_UCI,K-RDA,16,0.5000
HeartFailure_UCI,K-RDA,17,0.5000
HeartFailure_UCI,K-RDA,18,0.5246
HeartFailure_UCI,K-RDA,19,0.5366
HeartFailure_UCI,K-RDA,20,0.5000
HeartFailure_UCI,K-RDA,21,0.4348
HeartFailure_UCI,K-RDA,22,0.4483
HeartFailure_UCI,K-RDA,23,0.5246
HeartFailure_UCI,K-RDA,24,0.3636
HeartFailure_UCI,K-RDA,25,0.5124
HeartFailure_UCI,K-RDA,26,0.4211
HeartFailure_UCI,K-RDA,27,0.4348
HeartFailure_UCI,K-RDA,28,0.5366
HeartFailure_UCI,K-RDA,29,0.5600
HeartFailure_UCI,K-RDA,30,0.5366
HeartFailure_UCI,K-RDA,31,0.5246
HeartFailure_UCI,K-RDA,32,0.5000
HeartFailure_UCI,K-RDA,33,0.4348
HeartFailure_UCI,K-RDA,34,0.4746
HeartFailure_UCI,K-RDA,35,0.5000
HeartFailure_UCI,K-RDA,36,0.4615
HeartFailure_UCI,K-RDA,37,0.5124
HeartFailure_UCI,K-RDA,38,0.4348
HeartFailure_UCI,K-RDA,39,0.5246
HeartFailure_UCI,K-RDA,40,0.4483
HeartFailure_UCI,K-RDA,41,0.4211
HeartFailure_UCI,K-RDA,42,0.4874
HeartFailure_UCI,K-RDA,43,0.4211
HeartFailure_UCI,K-RDA,44,0.5000
HeartFailure_UCI,K-RDA,45,0.5000
HeartFailure_UCI,K-RDA,46,0.5124
HeartFailure_UCI,K-RDA,47,0.5246
HeartFailure_UCI,K-RDA,48,0.5366
HeartFailure_UCI,K-RDA,49,0.4746
